-0.208867,0.211572,0.370787,0.32405
0.359483,1.91557,-0.0530314,3.96465
0.066785,0.628445,-0.257308,0.735147
0.15751,0.735855,0.463405,0.796574
-0.328216,1.87032,0.191888,3.79203
-0.306116,0.274081,0.303698,0.353323
0.322176,1.46847,0.247467,2.44588
0.359824,-0.0798161,-0.317857,0.251635
0.432351,0.546577,0.219262,0.55782
-0.182928,0.194412,0.195688,0.358862
0.353227,0.731928,-0.192206,0.833534
0.159124,-0.245021,0.309945,0.255492
-0.0183055,0.965844,0.292603,1.26022
-0.171999,0.415831,0.00915338,0.520909
0.159443,-0.0545701,-0.364179,0.266651
0.262033,0.864716,0.396117,1.01068
0.110591,0.137824,-0.0756482,0.354568
-0.382474,1.08365,-0.311856,1.42634
0.353055,1.99741,0.223226,4.26009
0.121061,-0.235871,-0.382058,0.252525
0.289711,1.21591,0.153606,1.79343
-0.292732,1.50666,-0.329976,2.54626
0.285276,0.648448,0.175116,0.735461
-0.216167,0.590295,0.377583,0.630303
-0.245571,0.899306,0.373115,1.08454
-0.214525,1.45686,0.232561,2.44748
0.193999,0.385942,0.182748,0.480996
0.0849365,1.28957,-0.276552,1.9954
0.0343172,-0.449619,-0.152212,0.250996
0.308691,1.50855,-0.264798,2.5642
-0.348955,1.20942,-0.0837197,1.77413
0.236739,0.512952,0.130704,0.597889
-0.121025,-0.210127,-0.102846,0.267298
-0.428103,0.10325,0.0467255,0.284058
0.0897766,0.250847,-0.235105,0.392221
-0.226177,0.408468,0.365627,0.4472
0.196521,0.528359,0.308163,0.585683
-0.184213,1.28573,0.218629,1.9852
-0.45952,1.46328,-0.0961291,2.40472
-0.274477,0.87664,0.253299,1.074
-0.0699983,0.0266906,-0.451051,0.262829
0.00435152,0.824773,0.137162,1.04647
-0.278501,0.78319,-0.167911,0.934977
-0.197254,0.688224,0.334228,0.773165
-0.457546,1.74507,0.16796,3.30006
0.287649,1.94499,-0.341057,4.04952
-0.017185,1.73251,-0.243618,3.34698
0.32406,-0.295716,0.192129,0.251156
-0.275653,0.197371,0.133006,0.350906
0.114898,1.30367,-0.147541,2.05221
-0.0234093,1.44418,-0.155332,2.43594
0.207509,1.15764,-0.335128,1.63679
-0.233014,1.93694,-0.417168,4.007
0.0405935,0.944959,0.0515882,1.26232
0.461015,1.0417,0.0516887,1.35022
0.0925721,0.79876,-0.356572,0.94501
-0.223539,1.00011,0.126644,1.34747
-0.0624353,0.775222,0.211049,0.946776
0.455918,0.465713,-0.170228,0.472726
0.119881,0.713568,0.371084,0.811586
-0.256019,0.376198,0.358614,0.417349
-0.194934,1.4767,0.12025,2.53593
0.00803279,0.332511,0.315861,0.430492
-0.450134,0.333686,-0.143184,0.374455
-0.134987,1.16774,-0.390772,1.65642
-0.0947106,0.679018,-0.390508,0.754078
0.0579584,1.42734,-0.132488,2.40552
0.275933,0.125917,-0.168147,0.319139
0.340141,-0.0458302,0.0967851,0.272468
0.423015,0.527521,0.108201,0.558071
0.164815,1.21544,0.035541,1.83221
0.425544,0.709853,0.103081,0.784557
-0.451016,1.13762,-0.0284148,1.56841
-0.203666,1.18581,0.188252,1.74227
0.0972597,1.85183,0.430743,3.70705
-0.295511,0.209286,0.395532,0.296252
0.141882,1.743,0.390453,3.312
-0.068581,0.63743,0.0427319,0.771963
-0.179503,0.223648,-0.384095,0.329959
-0.253673,0.535188,-0.199792,0.605869
-0.245554,1.04125,-0.318667,1.38054
0.340311,0.0526801,-0.0172369,0.294524
0.00232356,1.42236,0.122781,2.38434
0.0504202,1.73708,0.0909227,3.3706
-0.401606,1.40972,0.00119151,2.2799
0.163945,0.861068,0.226929,1.07318
-0.0233696,0.927493,-0.464835,1.12445
0.436116,1.07592,-0.212921,1.41329
0.268515,0.244605,-0.0988117,0.380089
0.329604,0.756,0.268049,0.855638
-0.259077,1.78737,-0.129644,3.51239
0.386632,0.419207,-0.0794951,0.471576
-0.0957649,0.756976,0.430839,0.847868
-0.0841178,1.58798,-0.420797,2.80333
0.469851,1.04265,-0.0771062,1.34841
-0.0406878,0.0697302,-0.270576,0.309499
0.00578968,0.0833149,-0.206532,0.322873
-0.130851,0.294613,-0.220778,0.419062
-0.0258767,1.52267,-0.411031,2.59783
0.220023,1.61676,0.408675,2.88164
-0.00450872,1.95674,-0.150553,4.13842
-0.116317,1.67139,-0.451731,3.05906
0.250564,1.21187,-0.29147,1.77076
0.298298,1.2891,0.250678,1.96913
0.333743,1.79148,-0.0597121,3.52491
0.434139,0.811164,-0.188927,0.919826
-0.0216089,-0.040273,0.15509,0.296037
-0.218089,1.49469,-0.152662,2.56864
-0.302415,1.44148,0.16855,2.38791
-0.214853,-0.356314,0.154334,0.252737
-0.41838,1.27118,0.271364,1.86617
0.0845956,1.98891,0.099267,4.2588
0.316457,0.469164,-0.379369,0.473163
-0.164772,1.93457,-0.430221,4.00601
0.0498988,0.848472,-0.309252,1.03913
0.269944,1.80285,0.391183,3.51181
0.0431681,0.227075,-0.354979,0.352128
-0.134788,1.44261,0.0872929,2.44663
0.146516,1.83193,0.354103,3.64005
-0.154395,-0.14896,0.175194,0.271129
-0.248277,1.36991,0.386566,2.14686
-0.12755,1.93787,0.227825,4.06444
-0.165357,1.0743,0.366632,1.44967
