0.537405,0.722822,0.123738,0.861354
-0.599127,0.832725,-0.0733321,1.09546
-0.57855,-0.434072,0.12743,0.564215
0.646621,0.951423,0.0806724,1.34773
-0.670742,0.169915,-0.0268926,0.494473
0.530162,-0.508605,0.0504608,0.598007
-0.583055,0.102019,-0.0734606,0.398376
-0.348955,1.20942,-0.0837197,1.62948
-0.428103,0.10325,0.0467255,0.245361
0.396482,-0.586157,-0.166134,0.530941
0.548363,0.105114,-0.147309,0.356567
-0.45952,1.46328,-0.0961291,2.37262
-0.58959,1.29915,0.0626376,2.05297
0.328733,-1.18224,0.0788171,1.54219
0.360931,-0.369469,-0.121898,0.290302
-0.28406,-1.19574,0.0568042,1.53353
-0.0234093,1.44418,-0.155332,2.1312
0.468875,-1.37608,-0.0860155,2.15269
0.461015,1.0417,0.0516887,1.3557
-0.470991,0.477374,-0.182387,0.49227
0.691389,0.897018,-0.029604,1.28666
0.455918,0.465713,-0.170228,0.467307
-0.194934,1.4767,0.12025,2.2685
0.514266,0.533053,-0.19887,0.588373
-0.450134,0.333686,-0.143184,0.359272
0.0579584,1.42734,-0.132488,2.08418
0.340141,-0.0458302,0.0967851,0.134369
0.423015,0.527521,0.108201,0.501794
0.454733,-1.10765,0.182675,1.47569
-0.65727,0.298329,0.0591369,0.541651
-0.349287,-1.59817,0.0366319,2.6798
-0.194859,-1.53207,-0.18693,2.42136
0.598172,-0.789507,-0.160073,1.01375
-0.580275,0.0127167,-0.0268767,0.388753
0.425544,0.709853,0.103081,0.72958
-0.451016,1.13762,-0.0284148,1.56057
0.511455,-0.539088,0.141653,0.602599
0.340311,0.0526801,-0.0172369,0.14069
0.00232356,1.42236,0.122781,2.0689
-0.401606,1.40972,0.00119151,2.19657
0.386632,0.419207,-0.0794951,0.364548
-0.48543,-0.327477,0.186503,0.385217
0.469851,1.04265,-0.0771062,1.36218
0.531736,-0.320519,0.0326552,0.444728
-0.665951,-1.12412,-0.0138008,1.71921
0.574717,0.437215,-0.130571,0.566219
0.158463,-1.48385,0.106078,2.2829
0.570127,-0.899489,0.0285755,1.18493
0.432853,-1.12,-0.083135,1.49448
-0.218089,1.49469,-0.152662,2.32725
-0.302415,1.44148,0.16855,2.21428
0.578253,0.913411,-0.0876119,1.2148
-0.540171,-0.90516,0.0241451,1.17045
-0.654358,0.904729,0.03973,1.27314
0.635144,0.492532,-0.0216409,0.67874
-0.134788,1.44261,0.0872929,2.1548
-0.291369,-1.59226,-0.0257088,2.64287
-0.0411784,-1.55345,-0.16558,2.45482
-0.482805,1.08666,0.0716287,1.47326
-0.415119,-1.22649,0.148318,1.7263
0.538201,0.737542,0.13508,0.882148
0.667939,-1.06524,-0.0414232,1.59552
0.679333,0.669447,0.0561712,0.920294
-0.354061,0.860405,-0.0519384,0.893745
0.512958,0.353945,0.148822,0.435765
0.438896,0.74751,-0.162826,0.792037
